Estimaciones intercensales de población
    Evolución de la población de España entre los Censos de 1970 y 1981

Evolución de la población de España entre los Censos de 1970 y 1981   por fecha de referencia; comunidad autónoma; sexo; edad y año.
Unidades:personas


,Total,,,Andalucía,,,Aragón,,,Asturias (Principado de),,,Balears (Illes),,,Canarias,,,Cantabria,,,Castilla y León,,,Castilla -La Mancha,,,Cataluña,,,Comunidad Valenciana,,,Extremadura,,,Galicia,,,Madrid (Com. de),,,Murcia (Región de),,,Navarra (C. Foral de),,,País Vasco,,,Rioja (La),,,Ceuta y Melilla,,,
,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,Ambos Sexos,Varones,Mujeres,
1 de enero,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
   Total,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
      1977,"3.6345091E7","1.7783069E7","1.8562022E7","6282160.0","3084701.0","3197459.0","1183276.0","584713.0","598563.0","1102051.0","534307.0","567744.0","609029.0","299416.0","309613.0","1275063.0","634733.0","640330.0","497356.0","243133.0","254223.0","2625644.0","1298313.0","1327331.0","1689423.0","834129.0","855294.0","5632256.0","2750127.0","2882129.0","3432487.0","1677351.0","1755136.0","1110854.0","546413.0","564441.0","2766645.0","1334689.0","1431956.0","4328438.0","2079857.0","2248581.0","910131.0","446033.0","464098.0","493646.0","245262.0","248384.0","2038103.0","1007858.0","1030245.0","247305.0","122766.0","124539.0","121224.0","59268.0","61956.0",
      1978,"3.678249E7","1.8021743E7","1.8760747E7","6339510.0","3117065.0","3222445.0","1190027.0","588547.0","601480.0","1112156.0","539757.0","572399.0","622447.0","306425.0","316022.0","1301756.0","648792.0","652964.0","502768.0","246100.0","256668.0","2622379.0","1298002.0","1324377.0","1684313.0","832667.0","851646.0","5728565.0","2801760.0","2926805.0","3496102.0","1710996.0","1785106.0","1102729.0","543127.0","559602.0","2785847.0","1345952.0","1439895.0","4430138.0","2132556.0","2297582.0","924350.0","453634.0","470716.0","498838.0","248090.0","250748.0","2069789.0","1024776.0","1045013.0","249789.0","124258.0","125531.0","120987.0","59239.0","61748.0",
      1979,"3.7160377E7","1.8207563E7","1.8952814E7","6385518.0","3139085.0","3246433.0","1194978.0","590894.0","604084.0","1120613.0","543786.0","576827.0","634902.0","312561.0","322341.0","1326177.0","660673.0","665504.0","507347.0","248353.0","258994.0","2615212.0","1294468.0","1320744.0","1676354.0","828787.0","847567.0","5816279.0","2845696.0","2970583.0","3553982.0","1739491.0","1814491.0","1092741.0","538248.0","554493.0","2800837.0","1353559.0","1447278.0","4524721.0","2178814.0","2345907.0","936706.0","459607.0","477099.0","503324.0","250282.0","253042.0","2098323.0","1038874.0","1059449.0","251870.0","125411.0","126459.0","120493.0","58974.0","61519.0",
      1980,"3.7417539E7","1.8343804E7","1.9073735E7","6410209.0","3152585.0","3257624.0","1196282.0","591700.0","604582.0","1125431.0","546317.0","579114.0","645367.0","317888.0","327479.0","1346154.0","670792.0","675362.0","510270.0","249940.0","260330.0","2599868.0","1287483.0","1312385.0","1662915.0","822629.0","840286.0","5885266.0","2881748.0","3003518.0","3600249.0","1763233.0","1837016.0","1079125.0","531869.0","547256.0","2806542.0","1357427.0","1449115.0","4604687.0","2219106.0","2385581.0","945884.0","464287.0","481597.0","506252.0","251827.0","254425.0","2120212.0","1050156.0","1070056.0","253199.0","126247.0","126952.0","119627.0","58570.0","61057.0",
      1981,"3.7636201E7","1.8467226E7","1.9168975E7","6429151.0","3164285.0","3264866.0","1196430.0","592142.0","604288.0","1128986.0","548416.0","580570.0","655134.0","322973.0","332161.0","1364616.0","680379.0","684237.0","512579.0","251302.0","261277.0","2582043.0","1279723.0","1302320.0","1647876.0","815978.0","831898.0","5948177.0","2915775.0","3032402.0","3642816.0","1785725.0","1857091.0","1064289.0","525087.0","539202.0","2809201.0","1360287.0","1448914.0","4679696.0","2257687.0","2422009.0","953852.0","468536.0","485316.0","508679.0","253208.0","255471.0","2139860.0","1060649.0","1079211.0","254201.0","126957.0","127244.0","118615.0","58117.0","60498.0",
   18 años,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
      1977,"598047.0","301622.0","296425.0","112074.0","56701.0","55373.0","18021.0","9103.0","8918.0","17186.0","8773.0","8413.0","8676.0","4368.0","4308.0","23275.0","11885.0","11390.0","8167.0","4148.0","4019.0","45851.0","23453.0","22398.0","29085.0","14623.0","14462.0","85207.0","42950.0","42257.0","54322.0","27163.0","27159.0","20557.0","10463.0","10094.0","43041.0","21762.0","21279.0","69649.0","34601.0","35048.0","15329.0","7621.0","7708.0","8179.0","4120.0","4059.0","33253.0","16731.0","16522.0","3954.0","2028.0","1926.0","2221.0","1129.0","1092.0",
      1978,"608084.0","307284.0","300800.0","113975.0","57764.0","56211.0","18224.0","9217.0","9007.0","17278.0","8809.0","8469.0","8895.0","4498.0","4397.0","24023.0","12304.0","11719.0","8224.0","4182.0","4042.0","45775.0","23436.0","22339.0","29290.0","14803.0","14487.0","86846.0","43868.0","42978.0","55717.0","27897.0","27820.0","20557.0","10462.0","10095.0","43141.0","21868.0","21273.0","71735.0","35753.0","35982.0","15701.0","7828.0","7873.0","8268.0","4182.0","4086.0","34161.0","17181.0","16980.0","4014.0","2079.0","1935.0","2260.0","1153.0","1107.0",
      1979,"617489.0","312580.0","304909.0","115784.0","58764.0","57020.0","18406.0","9319.0","9087.0","17351.0","8834.0","8517.0","9105.0","4623.0","4482.0","24746.0","12709.0","12037.0","8269.0","4211.0","4058.0","45651.0","23390.0","22261.0","29464.0","14963.0","14501.0","88392.0","44734.0","43658.0","57050.0","28597.0","28453.0","20536.0","10449.0","10087.0","43196.0","21946.0","21250.0","73743.0","36863.0","36880.0","16056.0","8026.0","8030.0","8347.0","4239.0","4108.0","35032.0","17612.0","17420.0","4067.0","2127.0","1940.0","2294.0","1174.0","1120.0",
