Resultados por comunidades autónomas
    Evolución de la población de España entre los Censos de 2001 y 2011

Población residente por fecha; sexo y edad
Unidades:Personas


,Total Nacional,,,Andalucía ,,,Aragón ,,,Asturias; Principado de ,,,Balears; Illes ,,,Canarias ,,,Cantabria ,,,Castilla y León ,,,Castilla - La Mancha ,,,Cataluña ,,,Comunitat Valenciana ,,,Extremadura ,,,Galicia ,,,Madrid; Comunidad de ,,,Murcia; Región de ,,,Navarra; Comunidad Foral de ,,,País Vasco ,,,Rioja; La ,,,Ceuta,,,Melilla,,,
,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,Ambos sexos,Hombres,Mujeres,
Total,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
   1 de Enero de 2008,"473861.0","244251.0","229610.0","98984.0","51086.0","47899.0","12567.0","6574.0","5993.0","8617.0","4405.0","4212.0","10632.0","5420.0","5212.0","22697.0","11740.0","10957.0","5210.0","2682.0","2528.0","24296.0","12417.0","11879.0","24022.0","12344.0","11678.0","69140.0","35904.0","33237.0","50746.0","26081.0","24665.0","13566.0","6971.0","6595.0","25890.0","13278.0","12612.0","61535.0","31526.0","30009.0","16797.0","8781.0","8017.0","5879.0","3035.0","2844.0","18191.0","9373.0","8818.0","3129.0","1636.0","1493.0","996.0","508.0","488.0","966.0","491.0","475.0",
   1 de Enero de 2009,"466841.0","240544.0","226298.0","98251.0","50689.0","47561.0","12095.0","6321.0","5775.0","8408.0","4282.0","4126.0","10762.0","5515.0","5247.0","22178.0","11411.0","10767.0","5269.0","2768.0","2500.0","23534.0","12064.0","11469.0","23414.0","12151.0","11263.0","69218.0","35876.0","33342.0","50115.0","25808.0","24306.0","13407.0","6966.0","6441.0","24769.0","12706.0","12063.0","60016.0","30613.0","29403.0","16771.0","8617.0","8154.0","5798.0","2994.0","2804.0","17724.0","9202.0","8522.0","3129.0","1601.0","1528.0","985.0","475.0","510.0","1000.0","484.0","517.0",
   1 de Enero de 2010,"462413.0","238943.0","223470.0","97161.0","50395.0","46765.0","12110.0","6141.0","5969.0","8397.0","4336.0","4061.0","10822.0","5614.0","5208.0","21742.0","11286.0","10456.0","5139.0","2672.0","2467.0","22935.0","11969.0","10966.0","23421.0","12117.0","11304.0","68760.0","35693.0","33067.0","49613.0","25423.0","24190.0","13118.0","6692.0","6427.0","24271.0","12545.0","11726.0","59609.0","30447.0","29163.0","16567.0","8534.0","8033.0","5965.0","3132.0","2834.0","17734.0","9293.0","8440.0","2974.0","1539.0","1435.0","1049.0","555.0","495.0","1027.0","562.0","464.0",
   1 de Enero de 2011,"464552.0","239409.0","225143.0","97333.0","50107.0","47226.0","12299.0","6261.0","6038.0","8297.0","4238.0","4059.0","10825.0","5531.0","5294.0","22069.0","11519.0","10550.0","5206.0","2779.0","2426.0","22732.0","11735.0","10997.0","23497.0","11987.0","11510.0","69728.0","36165.0","33564.0","49689.0","25538.0","24151.0","13123.0","6673.0","6450.0","24054.0","12396.0","11657.0","60403.0","30838.0","29565.0","16554.0","8575.0","7979.0","5823.0","3016.0","2807.0","17778.0","9355.0","8423.0","2948.0","1531.0","1417.0","1074.0","567.0","507.0","1122.0","598.0","524.0",
   1 de Enero de 2012,"450268.0","232267.0","218001.0","94031.0","48551.0","45480.0","11920.0","6159.0","5760.0","7824.0","4081.0","3743.0","10298.0","5261.0","5037.0","21220.0","10927.0","10293.0","4934.0","2513.0","2420.0","21951.0","11284.0","10667.0","22253.0","11455.0","10798.0","68316.0","35412.0","32904.0","48167.0","24989.0","23178.0","12455.0","6365.0","6090.0","23658.0","12162.0","11496.0","58583.0","29890.0","28693.0","16223.0","8446.0","7777.0","5856.0","3041.0","2814.0","17365.0","9035.0","8330.0","2907.0","1507.0","1401.0","1172.0","599.0","573.0","1136.0","590.0","546.0",

Fuente:Instituto Nacional de Estadística

Copyright INE 2014


Paseo de la Castellana; 183 - 28071 - Madrid - España Teléfono: (+34) 91 583 91 00 - Contacta:www.ine.es/infoine
